Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","25","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2415","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","25","Îles Salomon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","53.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","100","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2533","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","100","Inde","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","63.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","101","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2884","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","101","Indonésie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","67.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","102","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3087","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","102","Iran (République islamique d')","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","85.73","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","103","Iraq","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2608","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","103","Iraq","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","65.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","104","Irlande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3885","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","104","Irlande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","117.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","99","Islande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3654","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","99","Islande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","146.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","105","Israël","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3528","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","105","Israël","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","126.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","106","Italie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3503","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","106","Italie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","106.56","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","109","Jamaïque","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2792","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","109","Jamaïque","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","75.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","110","Japon","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2705","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","110","Japon","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","87.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","112","Jordanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2732","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","112","Jordanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","69.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","108","Kazakhstan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3067","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","108","Kazakhstan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","91.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","114","Kenya","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2197","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","114","Kenya","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","61.75","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","113","Kirghizistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2729","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","113","Kirghizistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","84.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3078","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","73.57","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3471","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","103.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2323","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","66.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3229","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","102.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2857","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","69.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2168","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","42.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3411","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","126.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3465","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","108.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","154","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3072","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","154","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","84.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","1938","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","44.17","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2845","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","77.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2392","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","67.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2235","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","81.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2873","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","83.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3420","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","116.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3412","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","101.08","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3051","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","88.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2877","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","82.12","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3157","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","91.5","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2579","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","87.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3500","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","114.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2103","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","42.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2673","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","90.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2469","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","65.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","149","Népal","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2769","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","149","Népal","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","74.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","157","Nicaragua","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2582","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","157","Nicaragua","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","63.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","158","Niger","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2601","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","158","Niger","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","82.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","159","Nigéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2572","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","159","Nigéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","58.62","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","162","Norvège","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3371","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","162","Norvège","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","113.43","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","153","Nouvelle-Calédonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2825","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","153","Nouvelle-Calédonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","84.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","156","Nouvelle-Zélande","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3191","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","156","Nouvelle-Zélande","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","94.01","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","221","Oman","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2940","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","221","Oman","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","85.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","226","Ouganda","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","1981","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","226","Ouganda","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","46.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","235","Ouzbékistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3011","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","235","Ouzbékistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","93.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","165","Pakistan","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2486","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","165","Pakistan","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","67","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","166","Panama","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2851","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","166","Panama","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","80.38","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","169","Paraguay","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2768","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","169","Paraguay","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","69.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","150","Pays-Bas","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3297","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","150","Pays-Bas","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","106.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","170","Pérou","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2775","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","170","Pérou","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","77.81","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","171","Philippines","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2662","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","171","Philippines","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","62.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","173","Pologne","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3537","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","173","Pologne","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","105.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","70","Polynésie française","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2910","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","70","Polynésie française","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","96.28","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","174","Portugal","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3480","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","174","Portugal","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","116.95","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","37","République centrafricaine","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","1786","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","37","République centrafricaine","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","44.58","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","117","République de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3420","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","117","République de Corée","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","100.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","146","République de Moldova","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2383","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","146","République de Moldova","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","61.64","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","120","République démocratique populaire lao","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2758","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","120","République démocratique populaire lao","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","76.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","56","République dominicaine","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2892","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","56","République dominicaine","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","66.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","116","République populaire démocratique de Corée","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2019","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","116","République populaire démocratique de Corée","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","53.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","215","République-Unie de Tanzanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2373","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","215","République-Unie de Tanzanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","58.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","183","Roumanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3581","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","183","Roumanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","109.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3344","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","229","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","103.92","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","184","Rwanda","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2188","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","184","Rwanda","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","59.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","189","Sainte-Lucie","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2618","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","189","Sainte-Lucie","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","85.82","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","188","Saint-Kitts-et-Nevis","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2582","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","188","Saint-Kitts-et-Nevis","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","77.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","191","Saint-Vincent-et-les Grenadines","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2968","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","191","Saint-Vincent-et-les Grenadines","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","90.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","244","Samoa","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","3030","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","244","Samoa","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","87.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","193","Sao Tomé-et-Principe","664","Disponibilité alimentaire (Kcal/personne/jour)","2901","Total General","2018","2018","Kcal/personne/jour","2446","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2014-)","193","Sao Tomé-et-Principe","674","Disponibilité de protéines en quantité (g/personne/jour)","2901","Total General","2018","2018","g/personne/jour","54.53","Fc","Donnée calculée"
