Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"OA","Séries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10811.538","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","184","Rwanda","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","12301.97","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","504.858","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","205","Sahara occidental","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","567.402","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","282","Saint-Barthélemy","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9.537","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","282","Saint-Barthélemy","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9.816","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","187","Sainte-Hélène, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5.584","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","187","Sainte-Hélène, Ascension et Tristan da Cunha","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","6.035","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","177.513","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","189","Sainte-Lucie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","181.889","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","50.331","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","188","Saint-Kitts-et-Nevis","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","52.441","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","32.553","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","192","Saint-Marin","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","33.785","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","281","Saint-Martin (partie française)","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","36.453","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","281","Saint-Martin (partie française)","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","37.264","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","6.173","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","190","Saint-Pierre-et-Miquelon","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5.849","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","94","Saint-Siège","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","0.801","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","94","Saint-Siège","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","0.801","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","108.622","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","191","Saint-Vincent-et-les Grenadines","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","110.211","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","190.718","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","244","Samoa","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","196.129","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","5","Samoa américaines","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","55.713","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","5","Samoa américaines","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","55.465","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","193","Sao Tomé-et-Principe","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","192.087","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","193","Sao Tomé-et-Principe","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","211.028","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","195","Sénégal","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","13782.424","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","195","Sénégal","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","15854.323","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","8918.904","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","272","Serbie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","8802.754","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","93.395","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","196","Seychelles","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","97.096","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","6863.981","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","197","Sierra Leone","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","7650.15","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5453.737","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","200","Singapour","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5757.499","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","280","Sint Maarten  (partie néerlandaise)","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","37.583","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","280","Sint Maarten  (partie néerlandaise)","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","41.94","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5421.725","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","199","Slovaquie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5453.014","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","198","Slovénie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","2063.11","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","198","Slovénie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","2077.837","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","13063.701","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","201","Somalie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","15008.226","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","37072.55","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","276","Soudan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","41801.533","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10355.035","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","277","Soudan du Sud","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","10975.927","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","20663.046","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","38","Sri Lanka","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","21228.763","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","210","Suède","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","9618.016","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","210","Suède","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9971.638","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","8108.878","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","211","Suisse","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","8525.611","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","547.291","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","207","Suriname","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","575.99","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","8059.769","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","208","Tadjikistan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9100.835","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","13220.433","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","39","Tchad","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","15477.729","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","167","Tchéquie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10586.533","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","167","Tchéquie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","10665.677","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","216","Thaïlande","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","68144.518","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","216","Thaïlande","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","69428.453","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1153.294","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","176","Timor-Leste","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1267.974","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","6954.722","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","217","Togo","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","7889.093","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","218","Tokélaou","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1.187","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","218","Tokélaou","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1.319","X","Sources internationales sûres","UNDESA, Population Division – World Population Prospects, the 2017 Revision"
"OA","Séries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","101.768","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","219","Tonga","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","103.197","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","220","Trinité-et-Tobago","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","1353.703","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","220","Trinité-et-Tobago","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1389.843","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10952.951","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","222","Tunisie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11565.201","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","213","Turkménistan","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","5366.378","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","213","Turkménistan","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5850.901","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","75925.462","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","223","Turquie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","82340.088","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","10.857","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","227","Tuvalu","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11.508","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","45286.983","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","230","Ukraine","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","44246.156","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","3389.443","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","234","Uruguay","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","3449.285","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","256.635","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","155","Vanuatu","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","292.68","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","236","Venezuela (République bolivarienne du)","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","29781.04","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","236","Venezuela (République bolivarienne du)","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","28887.118","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","90752.592","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","237","Viet Nam","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","95545.962","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","249","Yémen","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","25147.109","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","249","Yémen","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","28498.683","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","14926.544","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","251","Zambie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","17351.708","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2013","2013","1000 personnes","13350.373","X","Sources internationales sûres",""
"OA","Séries temporelles annuelles","181","Zimbabwe","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","14438.802","X","Sources internationales sûres",""
